LocationID,PlantAccountDepartment,Territory,dlvr_name,dlvr_Addr,dlvr_city,dlvr_state,dlvr_Zip,WeeksVisited,DaysVisited,AmountPerCycle,stop_sequence_1,stop_sequence_2,stop_sequence_3,stop_sequence_4,stop_sequence_5,stop_sequence_6,stop_sequence_7,lbs,avg_wkly_volume1,latitude,longitude,CycleVolume,GarmentChanges,AccountTypeID,Plant,DeliveryID
214607,2502-122253-00,2502-05,Powerdraulics,4828 Mountain Lakes Blvd,Redding,CA,96003-1453, X,M,1,290,0,0,0,0,0,0,26,$63,40.631902,-122.379022,$63,0,I,2502,36205
276430,2502-000000-00,2502-05,SNL Group ,9818 Holton Way,Redding,CA,96003,XX,F,2,0,0,0,0,93,0,0,33,$59,40.572200,-122.320360,$117,11,T,2502,94521
295409,2502-000000-00,2502-05,BARTEL'S,2311 North Street,Anderson,CA,96007,XX,W,2,0,0,44,0,0,0,0,16,$12,40.453810,-122.297130,$23,0,T,2502,112330
306381,2502-000000-00,2502-05,Absolute Lash and Skin,2775 Ventura St,Anderson,CA,96007,XX,T,2,0,1,0,0,0,0,0,0,$26,40.582600,-122.390460,$51,0,T,2502,122636
306489,2502-000000-00,2502-05,Jeff's California Cattle Co.,400 East Cypress Avenue,Redding,CA,96002,XX,M,2,5,0,0,0,0,0,0,0,$48,40.571280,-122.364670,$97,0,T,2502,122740
313697,2502-000000-00,2502-05,Absolute Machine,5020 Mountain Lakes Boulevard,Redding,CA,96003,XX,F,2,0,0,0,0,1,0,0,0,$31,40.629440,-122.374430,$62,0,I,2502,129498
317107,2502-000000-00,2502-05,Central Valley High School - Cafeteria,4066 La Mesa Avenue,Shasta Lake,CA,96019,XX,R,2,0,0,0,1,0,0,0,0,$21,40.677510,-122.373910,$41,0,I,2502,132592
318289,2502-000000-00,2502-05,Wrenchers,1954 Ferry Street,Anderson,CA,96007,XX,W,2,0,0,1,0,0,0,0,0,$38,40.449440,-122.300900,$75,20,I,2502,133692
209005,2502-053287-00,2502-05,Mountain View School ,675 Shasta View Dr,Redding,CA,96003-8287,XX,F,2,0,0,0,0,30,0,0,14,$25,40.601810,-122.326500,$51,0,I,2502,35685
191360,2502-054511-00,2502-05,Becca's Cafe,2083 Balls Ferry Rd,Anderson,CA,96007-3403,XX,W,2,0,0,105,0,0,0,0,40,$122,40.448769,-122.295723,$244,0,I,2502,35714
244762,2502-056178-00,2502-05,Miller Trucking,4650 Mountain Lakes Blvd,Redding,CA,96003-1449,XX,F,2,0,0,0,0,105,0,0,5,$16,40.632030,-122.382912,$32,5,I,2502,35759
244894,2502-057400-00,2502-05,Shasta Lake City Hall,4477 Main Street,Shasta Lake,CA,96019, X,R,1,0,0,0,16,0,0,0,22,$27,40.682080,-122.365360,$27,0,I,2502,35779
170864,2502-112465-00,2502-05,Wilgus Fire/Safeguard,4544 Mountain Lakes Boulevard,Redding,CA,96003,X ,M,1,255,0,0,0,0,0,0,10,$41,40.631760,-122.385670,$41,0,I,2502,35937
171069,2502-120263-00,2502-05,Youngman Trucking,6895 Eastside Rd,Anderson,CA,96007-9406,XX,T,2,0,150,0,0,0,0,0,11,$63,40.485512,-122.351700,$126,3,I,2502,36115
274895,2502-000000-00,2502-05,250 Hemsted LP,250 Hemsted Dr,Redding,CA,960020911,XX,M,2,110,0,0,0,0,0,0,10,$40,40.572670,-122.366150,$79,0,T,2502,93061
289017,2502-000000-00,2502-05,Panda Express D/S,5000 Rhonda Rd,Anderson,CA,96007,XX,W,2,0,0,156,0,0,0,0,0,$0,40.431500,-122.290070,$0,0,T,2502,106381
290906,2502-000000-00,2502-05,Ridgeview Residential Center,2096 Cascade Blvd.,Shasta Lake,CA,96019,XX,R,2,0,0,0,17,0,0,0,175,$124,40.673760,-122.354570,$248,0,T,2502,108163
291133,2502-000000-00,2502-05,SC-Shasta County Fire,875 Cypress Ave,Redding,CA,96001,XX,M,2,80,0,0,0,0,0,0,39,$33,40.574460,-122.383380,$65,10,T,2502,108374
291135,2502-000000-00,2502-05,SC-Sheriff / Coronor's Office,4555 Veteran Lane,Redding,CA,96001,XX,T,2,0,410,0,0,0,0,0,241,$95,40.548510,-122.382760,$191,24,T,2502,108376
294828,2502-000000-00,2502-05,Spec-Rite,2175 Kenyon Dr,Redding,CA,96001,XX,T,2,0,235,0,0,0,0,0,19,$25,40.543270,-122.388440,$50,0,T,2502,111791
314174,2502-000000-00,2502-05,Mongoose Trucking,17850 Construction Way,Redding,CA,96003,XX,R,2,0,0,0,9,0,0,0,0,$25,40.664920,-122.395850,$51,6,T,2502,129937
314951,2502-000000-00,2502-05,SRMC - Anderson,2830 East Street,Anderson,CA,96007,XX,W,2,0,0,1,0,0,0,0,0,$51,40.450610,-122.296710,$102,0,H,2502,130650
317298,2502-000000-00,2502-05,Automotive Service Center,2800 West Center Street,Anderson,CA,96007,XX,W,2,0,0,1,0,0,0,0,0,$19,40.448380,-122.299210,$38,10,I,2502,132775
317878,2502-000000-00,2502-05,Tune it Up,3025-A Twin View Boulevard,Shasta Lake,CA,96019, Y,R,0,0,0,0,1,0,0,0,0,$14,40.659120,-122.356360,$0,0,I,2502,133313
319411,2502-000000-00,2502-05,Safari RV,3145 Twin View Boulevard,Shasta Lake,CA,96019,XX,R,2,0,0,0,1,0,0,0,0,$38,40.657350,-122.356940,$75,6,I,2502,134736
323795,2502-000000-00,2502-05,Shasta College Culinary Department,11555 Old Oregon Trail,Redding,CA,96003,XX,F,2,0,0,0,0,1,0,0,0,$0,40.623461,-122.319600,$0,0,T,2502,138826
257249,2502-056077-00,2502-05,COR St Division Bldg #3 Rdg,"20055 Viking Way, Bldg 3",Redding,CA,960038295,XX,F,2,0,0,0,0,72,0,0,37,$18,40.578331,-122.312401,$37,0,I,2502,35752
170898,2502-113259-00,2502-05,Shasta Lake Fires ,4126 Ashby Ct,Shasta Lake,CA,960199215,X ,R,1,0,0,0,75,0,0,0,9,$34,40.680694,-122.371815,$34,0,I,2502,35965
171159,2502-121456-00,2502-05,Systems Plus,1800 S Barney Rd,Anderson,CA,96007-9703, X,W,1,0,0,170,0,0,0,0,2,$15,40.440645,-122.287017,$15,0,I,2502,36169
171730,2502-755144-00,2502-05,FCCC - Shasta Col Smg Refer,11155 Old Oregon Trl,Redding,CA,96003-7684,XX,F,2,0,0,0,0,20,0,0,20,$16,40.612193,-122.316936,$33,0,I,2502,36584
297844,2502-000000-00,2502-05,Sierra Pacific D/S,19794 Riverside Dr.,Anderson,CA,96007,XX,W,2,0,0,55,0,0,0,0,0,$0,40.469130,-122.288260,$0,0,T,2502,114566
302083,2502-000000-00,2502-05,Alvarez Auto Care,4610 Shasta Dam Boulevard,Shasta Lake,CA,96019,X ,R,1,0,0,0,13,0,0,0,0,$13,40.680300,-122.363200,$13,0,T,2502,118521
308981,2502-000000-00,2502-05,PGE Fleet - Redding,3600 Meadow View Drive,Redding,CA,96002,XX,W,2,0,0,21,0,0,0,0,0,$51,40.498430,-122.306480,$102,163,T,2502,125089
317102,2502-000000-00,2502-05,Central Valley High School,4066 La Mesa Avenue,Shasta Lake,CA,96019,XX,R,2,0,0,0,1,0,0,0,0,$126,40.677510,-122.373910,$252,0,I,2502,132587
226078,2502-054715-00,2502-05,Tri Co. Bank  #691,4715 Shasta Dam Blvd,Shasta Lake,CA,96019-9415,X ,R,1,0,0,0,115,0,0,0,15,$35,40.680408,-122.361641,$35,0,I,2502,35718
257331,2502-114597-00,2502-05,COR Police Department Rdg,855 Cypress Ave,Redding,CA,96001-2719,XX,T,2,0,1,0,0,0,0,0,218,$67,40.574921,-122.382072,$135,0,I,2502,36000
195599,2502-331021-00,2502-05,North State Towing,7010 Danyeur Rd,Redding,CA,96001-5358, Y,T,0,0,180,0,0,0,0,0,14,$28,40.514381,-122.377960,$0,0,I,2502,36369
171410,2502-332650-00,2502-05,SC-Public Health Lab,2650 Breslauer Way,Redding,CA,96001-4246,XX,T,2,0,404,0,0,0,0,0,30,$19,40.549648,-122.379128,$37,15,T,2502,36391
245380,2502-338155-20,2502-05,Seco - D/S,4155 Oasis Rd,Redding,CA,96003-0859,XX,R,2,0,0,0,2,0,0,0,0,$0,40.633289,-122.391144,$0,0,I,2502,36426
271451,2502-000000-00,2502-05,California Welcome Center DS,1699 State Highway 273,Anderson,CA,960074282,XX,W,2,0,0,158,0,0,0,0,6,$0,40.436155,-122.289558,$0,0,T,2502,90044
283647,2502-000000-00,2502-05,Torr Industries,4564 Catapillar,Redding,CA,96003,XX,M,2,130,0,0,0,0,0,0,90,$55,40.617140,-122.356620,$110,0,T,2502,101305
297617,2502-000000-00,2502-05,SC- Corp Yard Fall River,24665 Glenburn,Fall River Mills,CA,96028,XX,T,2,0,422,0,0,0,0,0,5,$58,41.005380,-121.451170,$115,97,T,2502,114348
298782,2502-000000-00,2502-05,Big Time Pest Control,19905 Hirsch Court,Anderson,CA,96007,XX,T,2,0,115,0,0,0,0,0,0,$286,40.467660,-122.316010,$571,398,T,2502,115447
300102,2502-000000-00,2502-05,Shasta Mosquito & Vector Control District,19200 Latona Road,Anderson,CA,96007,XX,T,2,0,55,0,0,0,0,0,0,$259,40.486790,-122.339890,$519,237,T,2502,116658
301010,2502-000000-00,2502-05,Bureau of Reclamation - Shasta,16349 Shasta Dam Boulevard,Shasta Lake,CA,96019,XX,R,2,0,0,0,10,0,0,0,0,$52,40.689550,-122.389620,$104,55,T,2502,117491
324133,2502-000000-00,2502-05,Lakeshore Inn Resort,20483 Lakeshore Drive,Lakehead,CA,96051,XX,R,2,0,0,0,1,0,0,0,0,$236,40.879120,-122.388381,$472,0,T,2502,139144
213368,2502-058170-00,2502-09,North Redding Valero,1191 Prestige Way,Redding,CA,96003-1465,X ,F,1,0,0,0,0,1,0,0,42,$45,40.625431,-122.372452,$45,0,I,2502,35815
170891,2502-113101-00,2502-09,SC-SHASCOM,3101 South St,Redding,CA,96001-2379, X,F,1,0,0,0,0,20,0,0,45,$11,40.575298,-122.413208,$11,0,T,2502,35959
265978,2502-000000-00,2502-09,Lassen Municipal Utility,65 S Roop St,Susanville,CA,961304335,X ,T,1,0,6,0,0,0,0,0,50,$32,40.418312,-120.663441,$32,0,I,2502,85628
268785,2502-000000-00,2502-09,Showboat Lounge,"105 Hartnell Ave, Ste A",Redding,CA,960021841,XX,W,2,0,0,17,0,0,0,0,17,$25,40.569279,-122.369438,$50,0,T,2502,87828
278085,2502-000000-00,2502-09,TLC Dermatology Medical Center,375 Smile Place Suite B,Redding,CA,96001,XX,W,2,0,0,115,0,0,0,0,104,$62,40.569410,-122.377400,$124,0,T,2502,96072
285622,2502-000000-00,2502-09,Giouann's Hair Affair,30 North McDow Street,Susanville,CA,96130,XX,T,2,0,133,0,0,0,0,0,29,$29,40.414930,-120.646070,$58,0,T,2502,103195
320827,2502-000000-00,2502-09,Susanville Supermarket - Meat Dept.,50 Grand Avenue,Susanville,CA,96130,XX,T,2,0,20,0,0,0,0,0,0,$50,40.417310,-120.653040,$100,38,I,2502,136052
171567,2502-751100-00,2502-09,Mazatlan Grill,55 N Lassen St,Susanville,CA,96130, X,T,1,0,120,0,0,0,0,0,31,$68,40.419161,-120.661652,$68,0,T,2502,35261
171574,2502-751212-00,2502-09,Lassen Tire,2955 Johnstonville Rd,Susanville,CA,96130-4736,XX,T,2,0,180,0,0,0,0,0,32,$34,40.408831,-120.633943,$68,14,I,2502,35264
171633,2502-752480-00,2502-09,Kentucky Fried Chicken,3010 Riverside Dr,Susanville,CA,96130-4570,XX,T,2,0,50,0,0,0,0,0,38,$32,40.406101,-120.631653,$65,0,T,2502,35281
170775,2502-110059-00,2502-09,Holiday Mkt 59 Line,3315 Placer St,Redding,CA,96001-2364,XX,F,2,0,0,0,0,15,0,0,137,$165,40.574928,-122.416061,$331,0,T,2502,35865
266010,2502-000000-00,2502-09,Lassen Municipal Service,1605 Chestnut St,Susanville,CA,961303774,X ,T,1,0,110,0,0,0,0,0,57,$62,40.423950,-120.646629,$62,7,I,2502,85654
296457,2502-000000-00,2502-09,Angelo's European Specialty,1870 Keystone Ct.,Redding,CA,96003,XX,W,2,0,0,142,0,0,0,0,23,$19,40.579350,-122.333450,$38,10,T,2502,113295
299765,2502-000000-00,2502-09,Wayside Inn Market,718 710 Hwy 395,Standish,CA,96128, X,T,1,0,165,0,0,0,0,0,0,$13,40.365230,-120.420420,$13,0,T,2502,116358
318321,2502-000000-00,2502-09,SETI Institute,42231 Bidwell Road,Hat Creek,CA,96040, X,T,1,0,10,0,0,0,0,0,0,$128,40.826550,-121.460920,$128,0,T,2502,133720
319868,2502-000000-00,2502-09,Bings Steak & Sushi Bar,1600 Main Street,Susanville,CA,96130,XX,T,2,0,25,0,0,0,0,0,0,$36,40.415570,-120.650210,$72,0,T,2502,135172
320742,2502-000000-00,2502-09,Peery Chiropractic,3075 Victor Avenue,Redding,CA,96002, X,W,1,0,0,50,0,0,0,0,0,$5,40.562780,-122.339430,$5,0,T,2502,135970
323109,2502-000000-00,2502-09,Lassen College - Custodial ,478-200 CA - 139,Susanville,CA,96130,XX,T,2,0,102,0,0,0,0,0,0,$122,40.443162,-120.627166,$244,28,T,2502,138192
171353,2502-185451-00,2502-09,Comfort Inn & Suites - Susanville,3015 Riverside Dr,Susanville,CA,96130-4569, X,T,1,0,55,0,0,0,0,0,15,$26,40.406288,-120.631027,$26,0,I,2502,33679
233643,2502-553008-00,2502-09,Janesville Payless,463-770 Main St,Janesville,CA,96114,X ,T,1,0,169,0,0,0,0,0,11,$12,40.295991,-120.523531,$12,0,I,2502,35173
242634,2502-555603-00,2502-09, Susanville Police Department - D/S,1801 Main St,Susanville,CA,96130-4518,XX,T,2,0,215,0,0,0,0,0,0,$0,40.415076,-120.647254,$0,0,I,2502,35200
171622,2502-752194-00,2502-09,Idaho Grocery,2120 Main St,Susanville,CA,96130-4702,XX,T,2,0,185,0,0,0,0,0,10,$20,40.414162,-120.643303,$40,0,T,2502,35275
271040,2502-000000-00,2502-09,Pit Stop Tire Depot,658 N Market St,Redding,CA,960033608,XX,F,2,0,0,0,0,55,0,0,18,$24,40.597229,-122.386620,$49,12,T,2502,89700
294476,2502-000000-00,2502-09,Umpqua Bank,1951 Churn Creek Rd,Redding,CA,96002,XX,W,2,0,0,135,0,0,0,0,90,$54,40.579070,-122.353500,$109,0,T,2502,111478
296187,2502-000000-00,2502-09,Plumas Bank,192 Hartnell Ave.,Redding,CA,96002, X,W,1,0,0,110,0,0,0,0,10,$30,40.568010,-122.369300,$30,0,T,2502,113053
299003,2502-000000-00,2502-09,New York Saloon,533 Main Street,Weaverville,CA,96093,XX,R,2,0,0,0,35,0,0,0,0,$14,40.733370,-122.940420,$29,0,T,2502,115650
300482,2502-000000-00,2502-09,Trinity River Lumber Maint. Shop,1121 Main Street,Weaverville,CA,96093,XX,R,2,0,0,0,45,0,0,0,0,$83,40.726730,-122.934680,$167,42,T,2502,117016
317649,2502-000000-00,2502-09,Clear View Auto Glass,1600 East Cypress Avenue #5,Redding,CA,96002,XX,W,2,0,0,30,0,0,0,0,0,$30,40.571350,-122.342190,$60,10,I,2502,133097
323107,2502-000000-00,2502-09,Lassen College - Automotive ,478-200 CA -139,Susanville,CA,96130,XX,T,2,0,102,0,0,0,0,0,0,$8,40.443162,-120.627166,$17,0,T,2502,138190
323722,2502-000000-00,2502-09,Trinity County Department of Transportation, 31820 CA-3,Weaverville,CA,96093,XX,R,2,0,0,0,30,0,0,0,0,$56,40.734560,-122.934624,$111,38,I,2502,138758
261201,2502-114111-00,2502-09, Value Inn & Suites,533 N Market St,Redding,CA,960033611,XX,F,2,0,0,0,0,50,0,0,132,$207,40.598702,-122.384804,$414,0,T,2502,35978
315175,2502-000000-00,2502-09,Fire House Grill,463-760 Main Street,Janesville,CA,96114,XX,T,2,0,167,0,0,0,0,0,0,$15,40.296040,-120.523210,$30,0,T,2502,130847
315825,2502-000000-00,2502-09,Raliberto's - Weaverville,120 Nugget Lane,Weaverville,CA,96093,XX,R,2,0,0,0,75,0,0,0,0,$24,40.721050,-122.929080,$47,0,T,2502,131423
320635,2502-000000-00,2502-09,SEMSA,1545 Bunyan Road,Susanville,CA,96130,XX,T,2,0,115,0,0,0,0,0,0,$29,40.422400,-120.648250,$58,10,I,2502,135874
322380,2502-000000-00,2502-09,Stelters HVAC Service,2335 Larkspur Lane Suite A,Redding,CA,96002,XX,W,2,0,0,132,0,0,0,0,0,$56,40.573210,-122.355120,$112,53,I,2502,137504
323103,2502-000000-00,2502-09,New Life Discovery Project,1205 Placer Street,Redding,CA,96001,XX,F,2,0,0,0,0,37,0,0,0,$14,40.582799,-122.387914,$28,0,T,2502,138186
325188,2502-000000-00,2502-09,Northeastern Rural Health Clinics,1850 Spring Ridge Drive,Susanville,CA,96130,XX,T,2,0,107,0,0,0,0,0,0,$54,40.437674,-120.625913,$108,0,H,2502,140137
231683,2502-750372-10,2502-09,S.V. Sewer Treatmentwwtp,200 Russell Ave,Susanville,CA,96130-4218,X ,T,1,0,120,0,0,0,0,0,27,$41,40.414351,-120.636210,$41,0,I,2502,35254
170777,2502-110059-10,2502-09,Holiday Mkt #59 Groc,3315 Placer St,Redding,CA,96001-2364,XX,F,2,0,0,0,0,15,0,0,48,$90,40.574928,-122.416061,$181,0,T,2502,35866
225430,2502-110880-00,2502-09,Tri Co. Bank   #331,880 E Cypress Ave,Redding,CA,96002-1004,X ,W,1,0,0,125,0,0,0,0,32,$34,40.571041,-122.355873,$34,0,I,2502,35883
299451,2502-000000-00,2502-09,Cascade Eye Care,1751 Hartnell Avenue,Redding,CA,96002,XX,W,2,0,0,40,0,0,0,0,0,$10,40.563400,-122.338860,$21,0,T,2502,116060
318794,2502-000000-00,2502-09,Community Behavioral Health,415 Knollcrest Drive,Redding,CA,96002,XX,W,2,0,0,20,0,0,0,0,0,$57,40.572510,-122.364530,$114,0,I,2502,134158
323101,2502-000000-00,2502-09,Stardust Motel,1200 Pine Street,Redding,CA,96001,XX,F,2,0,0,0,0,41,0,0,0,$328,40.587770,-122.391167,$655,8,T,2502,138184
324967,2502-000000-00,2502-09,Pizza Factory,464-420 Church Street,Janesville,CA,96114,XX,T,2,0,170,0,0,0,0,0,0,$25,40.301600,-120.524103,$49,0,T,2502,139926
246580,2502-552994-00,2502-09,High Sierra Collision,472-635 Johnstonville Rd,Susanville,CA,96130-8775,XX,T,2,0,80,0,0,0,0,0,42,$33,40.382516,-120.585869,$65,0,T,2502,35172
256879,2502-123744-00,2502-09,Don's Sandwich Shop,3034 Bechelli Ln,Redding,CA,960022009,XX,W,2,0,0,77,0,0,0,0,71,$50,40.562952,-122.362617,$99,0,T,2502,36242
277796,2502-000000-00,2502-09,USA Tires,2251 Hartnell Ave # 1,Redding,CA,96002,XX,W,2,0,0,45,0,0,0,0,26,$20,40.563300,-122.328880,$41,14,T,2502,95796
282984,2502-000000-00,2502-09,Superior Auto Body,2201 Main Street,Susanville,CA,96130,XX,T,2,0,195,0,0,0,0,0,48,$52,40.414300,-120.642720,$105,0,T,2502,100689
290083,2502-000000-00,2502-09,Susanville Chevron,1530 Main Street,Susanville,CA,93450,X ,T,1,0,139,0,0,0,0,0,18,$13,40.415570,-120.650530,$13,0,T,2502,107387
294158,2502-000000-00,2502-09,Old Station Fill - Up,13413 State Hwy 89,Old Station,CA,96071, X,T,1,0,5,0,0,0,0,0,20,$20,40.677830,-121.427180,$20,0,T,2502,111180
320181,2502-000000-00,2502-09,Sierra Cascade Nursery Kitchen - SEASONAL,472-715 Johnson Road,Susanville,CA,96130,XX,T,2,0,160,0,0,0,0,0,0,$110,40.371900,-120.463820,$221,0,I,2502,135462
218695,2502-050194-00,2502-09,Womens Health Specialists - Redding,1901 Victor Ave,Redding,CA,96002-0412,XX,W,2,0,0,140,0,0,0,0,2,$61,40.578510,-122.338692,$123,15,I,2502,35505
229548,2502-120504-00,2502-09,Priya Indian Cuisine,2937 Churn Creek Rd,Redding,CA,96002-1120,XX,W,2,0,0,130,0,0,0,0,53,$19,40.565023,-122.353109,$37,0,T,2502,36117
288386,2502-000000-00,2502-09,California Highway Patrol,472-400 Diamond Crest Rd,Susanville,CA,961305001,XX,T,2,0,97,0,0,0,0,0,68,$55,40.375140,-120.591890,$111,6,I,2502,105774
289444,2502-000000-00,2502-09,Super 8,2975 Johnston Ville Rd,Susanville,CA,96130, X,T,1,0,35,0,0,0,0,0,10,$26,40.409710,-120.634220,$26,0,T,2502,106786
300732,2502-000000-00,2502-09,Northern Trailer,2577 Victor Avenue,Redding,CA,96002,XX,W,2,0,0,35,0,0,0,0,0,$84,40.569720,-122.338390,$167,50,T,2502,117243
303839,2502-000000-00,2502-09,D & H Automotive,1270 Hartnell Avenue #C,Redding,CA,96002,XX,W,2,0,0,65,0,0,0,0,0,$29,40.564590,-122.347780,$57,0,T,2502,120202
308043,2502-000000-00,2502-09,Main St Lube,1719 Main Street,Susanville,CA,96130,XX,T,2,0,135,0,0,0,0,0,0,$36,40.415460,-120.647570,$71,22,T,2502,124205
315612,2502-000000-00,2502-09,Vintage Glamour,1790 California St,Redding,CA,96001,X ,F,1,0,0,0,0,70,0,0,0,$3,40.563820,-122.349850,$3,0,T,2502,131240
317904,2502-000000-00,2502-09,T&A Restaurant & Lounge,2101 Main Street,Susanville,CA,96130,X ,T,1,0,123,0,0,0,0,0,0,$28,40.414570,-120.643730,$28,5,T,2502,133337
318143,2502-000000-00,2502-09,Courthouse Cafe,2455 Main Street,Susanville,CA,96130,XX,T,2,0,150,0,0,0,0,0,0,$43,40.413590,-120.639870,$87,0,T,2502,133558
253749,2502-556130-00,2502-09,C&S Waste Solutions,471-825 Diane Dr,Susanville,CA,96130,XX,T,2,0,95,0,0,0,0,0,16,$266,40.372543,-120.584591,$532,92,I,2502,35201
223803,2502-112462-00,2502-09,Tri Co. Bank  #989,836 E Cypress Ave,Redding,CA,960021004,X ,W,1,0,0,120,0,0,0,0,10,$23,40.571054,-122.357014,$23,0,I,2502,35936
257380,2502-114144-00,2502-09,COR Fire Station #2 Redding,3491 Placer St,Redding,CA,960012335,XX,F,2,0,0,0,0,7,0,0,80,$25,40.574478,-122.417740,$51,0,I,2502,35983
277874,2502-000000-00,2502-09,Sundial Lodge,1055 N. Market Street,Redding,CA,96001,XX,F,2,0,0,0,0,45,0,0,59,$37,40.589650,-122.392840,$75,0,T,2502,95872
288141,2502-000000-00,2502-09,Holiday Mkt #64 Linen,1301 Main Street,Weaverville,CA,96093,XX,R,2,0,0,0,77,0,0,0,88,$128,40.721170,-122.928230,$255,38,T,2502,105546
296107,2502-000000-00,2502-09,Summers Massage,1465 Victor Ave # A,Redding,CA,96002,XX,W,2,0,0,55,0,0,0,0,80,$26,40.586490,-122.338280,$51,0,T,2502,112977
296940,2502-000000-00,2502-09,Tangle Blue,160 Nugget Lane,Weaverville,CA,96093,XX,R,2,0,0,0,15,0,0,0,41,$40,40.720390,-122.928740,$79,0,T,2502,113730
307436,2502-000000-00,2502-09,California Maternal Fetal Medicine,3328 Churn Creek Road #B,Redding,CA,96002,XX,W,2,0,0,76,0,0,0,0,0,$50,40.559310,-122.354050,$99,0,T,2502,123637
311302,2502-000000-00,2502-09,Redding Rancheria Trinity Mats,81 Arbuckle Court,Weaverville,CA,96093,XX,R,2,0,0,0,80,0,0,0,0,$122,40.711480,-122.926500,$245,0,T,2502,127275
311916,2502-000000-00,2502-09,32 Below,5136 Caterpillar Road,Redding,CA,96003,XX,F,2,0,0,0,0,5,0,0,0,$32,40.625910,-122.369560,$63,0,T,2502,127839
314094,2502-000000-00,2502-09,Plumas Bank,330 Hartnell Avenue,Redding,CA,96002, X,W,1,0,0,105,0,0,0,0,0,$17,40.565970,-122.369100,$17,0,T,2502,129865
320180,2502-000000-00,2502-09,Sierra Cascade Nursery,472-715 Johnson Road,Susanville,CA,96130,XX,T,2,0,160,0,0,0,0,0,0,$79,40.371900,-120.463820,$158,18,I,2502,135461
320726,2502-000000-00,2502-09,Underhood Automotive Inc,1236 Hartnell Avenue,Redding,CA,96002,XX,W,2,0,0,70,0,0,0,0,0,$54,40.564140,-122.348820,$109,28,I,2502,135954
322116,2502-000000-00,2502-09,Susanville Transmission,2117 Main Street,Susanville,CA,96130,XX,T,2,0,122,0,0,0,0,0,0,$40,40.414370,-120.643280,$80,20,I,2502,137252
322236,2502-000000-00,2502-09,Lori Barclay - Special Events,1600 East Cypress Avenue,Redding,CA,96002,XX,W,2,0,0,32,0,0,0,0,0,$0,40.571350,-122.342190,$0,0,T,2502,137363
323100,2502-000000-00,2502-09,Travel Inn,1040 Market Street,Redding,CA,96001,XX,F,2,0,0,0,0,43,0,0,0,$312,40.589661,-122.393304,$624,8,T,2502,138183
324966,2502-000000-00,2502-09,Pizza Factory,2975 Main Street,Susanville,CA,96130,XX,T,2,0,56,0,0,0,0,0,0,$23,40.406201,-120.632927,$46,0,T,2502,139925
171355,2502-185478-00,2502-09,Susanville Trk/Auto,911 Cottage St,Susanville,CA,96130-4402, X,T,1,0,205,0,0,0,0,0,2,$11,40.416820,-120.659027,$11,0,I,2502,33681
237322,2502-557222-00,2502-09,Susanville Valero,1001 Main St,Susanville,CA,96130-4418,XX,T,2,0,155,0,0,0,0,0,18,$13,40.417580,-120.657623,$27,0,I,2502,35210
286457,2502-000000-00,2502-09,Maruti Oil,31540 Street Hwy 3,Weaverville,CA,96093,X ,R,1,0,0,0,28,0,0,0,71,$9,40.695200,-122.928860,$9,0,T,2502,103984
301569,2502-000000-00,2502-09,Rod's Radiator,3110 Bechelli Lane,Redding,CA,96002, X,W,1,0,0,79,0,0,0,0,0,$20,40.562000,-122.362650,$20,0,T,2502,118025
320605,2502-000000-00,2502-09,Paratransit Services,701-980 Johnstonville Road,Susanville,CA,96130,XX,T,2,0,60,0,0,0,0,0,0,$51,40.403620,-120.622730,$102,19,I,2502,135846
320826,2502-000000-00,2502-09,Susanville Supermarket - Grocery,50 Grand Avenue,Susanville,CA,96130,XX,T,2,0,20,0,0,0,0,0,0,$49,40.417310,-120.653040,$99,0,I,2502,136051
323655,2502-000000-00,2502-09,Anderson's Landscape & Irrigation Repair,2648 Yana Avenue,Redding,CA,96002,XX,W,2,0,0,33,0,0,0,0,0,$17,40.568749,-122.337087,$34,12,I,2502,138693
324051,2502-000000-00,2502-09,Blue Ox Bistro,602 Main Street Suite B,Susanville,CA,96130,XX,T,2,0,1,0,0,0,0,0,0,$49,40.418657,-120.662952,$97,0,T,2502,139069
211150,2502-753111-00,2502-09,TNS Trucking ,702045 Johnstonville Rd,Susanville,CA,96130,XX,T,2,0,65,0,0,0,0,0,43,$24,40.402297,-120.621934,$48,4,I,2502,35291
241268,2502-756666-10,2502-09,Western Nevada Supply - D/S,200 Bella Way,Susanville,CA,96130-9166,XX,T,2,0,220,0,0,0,0,0,0,$0,40.406761,-120.625191,$0,0,T,2502,35316
256880,2502-127043-00,2502-09,Etched In Elegance - Catering,3034 Bechelli Ln,Redding,CA,960022009,XX,W,2,0,0,77,0,0,0,0,7,$0,40.562952,-122.362617,$0,0,T,2502,36311
239545,2502-999909-00,2502-09,2502 Rt 09 Cash Account,1481 Beltline Rd,Redding,CA,96003-1409,XX,R,2,0,0,0,1,0,0,0,0,$0,40.627926,-122.388998,$0,26,I,2502,36761
265871,2502-000000-00,2502-09,Rich's Mobile Auto,70 Alexander Ct,Susanville,CA,961304581,X ,T,1,0,15,0,0,0,0,0,7,$13,40.415225,-120.651080,$13,0,I,2502,85535
274083,2502-000000-00,2502-09,Alpine Beverage,795 Alexander Ave,Susanville,CA,961304678,X ,T,1,0,10,0,0,0,0,0,13,$27,40.407910,-120.656670,$27,0,T,2502,92288
