customer_number,route_number,account_name,address,city,state,zip_code,service_days,avg_wkly_volume,latitude,longitude,uniform_customer
321143,2502-12,Anthony's Mediterranean Bar & Grill,1701 California Street,Redding,CA,96001,R,$55 ,40.58191,-122.39083,0
325133,2502-12,Logan's Steakhouse #888,1955 Hilltop Drive,Redding,CA,96002,MWF,$270 ,40.579802,-122.35733,0
170751,2502-12,Outback Steakhouse    522,910 Dana Dr,Redding,CA,960034079,MWF,$161 ,40.586189,-122.356445,0
241769,2502-12,FTH - Collview - D/S,1292 College View Dr,Redding,CA,96003-3014,TR,$0 ,40.613331,-122.348511,0
257408,2502-12,Smelser Massage,"983 Mission De Oro Dr, St",Redding,CA,960033822,W,$22 ,40.593441,-122.357567,0
264305,2502-12,Shasta Cosmetology - D/S,678 N Market St,Redding,CA,960033608,R,$29 ,40.596909,-122.386948,0
268653,2502-12,View 202 - Janitorial,202 Hemsted Dr,Redding,CA,960020912,MWF,$0 ,40.572769,-122.36882,0
268929,2502-12,Superior Calif Investments,1824 Court St,Redding,CA,96001-1825,R,$36 ,40.58001,-122.394371,0
293733,2502-12,Fyzical Therapy & Balance Center,2620 Larkspur Ln,Redding,CA,96002,W,$177 ,40.56905,-122.35577,0
298037,2502-12,AV - Sheraton Club Lounge,820 Sundial Bridge Dr.,Redding,CA,96001,T,$0 ,40.58881,-122.37771,0
307249,2502-12,Karmas House of Spirits,329 Lake Boulevard,Redding,CA,96003,R,$16 ,40.61208,-122.38224,0
315916,2502-12,Cheesecakes Unlimited,1135 Pine Street Suite 113,Redding,CA,96001,MF,$276 ,40.58891,-122.39052,48
322342,2502-12,Paradiso,1270 Yuba Street,Redding,CA,96001,R,$67 ,40.58398,-122.3887,5
253801,2502-12,Lulu's Restaurant - D/S,2230 Pine St,Redding,CA,960012634,R,$0 ,40.57708,-122.386495,0
291361,2502-12,Jersey Mike's Subs D/S,835 Browning,Redding,CA,96003,F,$0 ,40.59155,-122.3578,0
303336,2502-12,Holiday Inn D/S/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,MF,$0 ,40.57941,-122.35851,0
315589,2502-12,Body & Skin Care,3462 Bechelli Lane #B,Redding,CA,96002,T,$9 ,40.55678,-122.36353,0
322343,2502-12,The Spot Barber Lounge,2435 Athens Avenue,Redding,CA,96001,T,$26 ,40.57408,-122.37643,0
323309,2502-12,Jersey Mike's Subs,4861 Bechelli Lane,Redding,CA,96002,T,$35 ,40.540191,-122.354866,0
249084,2502-12,The Stirring,2250 Churn Creek Rd,Redding,CA,960020743,W,$0 ,40.57457,-122.35312,0
255766,2502-12,Sunblockers,3504 Railroad Ave,Redding,CA,960013441,T,$5 ,40.564294,-122.389712,0
245191,2502-12,R & R Auto Truck Repair,3165 Twin View Blvd,Shasta Lake,CA,96019,T,$42 ,40.65692,-122.35786,20
288459,2502-12,AV - Sheraton House Keeping,820 Sundial Bridge Dr.,Redding,CA,96001,T,$17 ,40.58881,-122.37771,0
315785,2502-12,Casino Poker Club,1885 Hilltop Drive,Redding,CA,96002,T,$64 ,40.58009,-122.35728,6
319338,2502-12,Pete's Restaurant & Brewhouse,815 Browning Street,Redding,CA,96003,W,$135 ,40.59274,-122.3574,0
170682,2502-12,Cattlemen's - Redding,2184 Hilltop Dr,Redding,CA,96002-0512,MWF,$388 ,40.575771,-122.357941,0
249712,2502-12,Wilda's Grill,1712 Churn Creek rd,Redding,CA,960021715,T,$50 ,40.58125,-122.35448,0
171271,2502-12,Lulu's Restaurant,2230 Pine St,Redding,CA,960012634,R,$314 ,40.57708,-122.386495,122
280206,2502-12,Spectrum Prosthetics,1844 South St.,Redding,CA,96001,R,$49 ,40.57963,-122.3953,0
282016,2502-12,Jack's Grill - D/S,1743 California Street,Redding,CA,96001,R,$0 ,40.58146,-122.39081,0
311098,2502-12,Super Burrito's Mexican Food,2600 Churn Creek Road,Redding,CA,96002,M,$23 ,40.5697,-122.35347,0
324286,2502-12,Redding Elks Lodge Maintenance,250 Elk Drive,Redding,CA,96003,M,$69 ,40.595205,-122.40303,0
325157,2502-12,Mister Taco,1755 Lake Boulevard,Redding,CA,96003,W,$25 ,40.631486,-122.40486,0
325407,2502-12,Esthetics by Jaz,2295 Hilltop Drive,Redding,CA,96002,W,$6 ,40.573911,-122.357629,0
202491,2502-12,TYE DYE CAFE,1154 Hartnell Ave,Redding,CA,96002-2102,W,$13 ,40.563789,-122.34977,0
285120,2502-12,Jersey Mike's Subs Store # 20111,835 Browning St Unit B,Redding,CA,96003,F,$37 ,40.59155,-122.3578,0
305194,2502-12,Flaco's Tacos,2731 South Market Street,Redding,CA,96001,T,$23 ,40.57117,-122.38776,0
310145,2502-12,Black Diamond Lounge,1729 California Street,Redding,CA,96001,R,$31 ,40.58168,-122.39078,0
318444,2502-12,Court Street Eats,1718 Placer Street,Redding,CA,96001,R,$5 ,40.58157,-122.39418,0
320741,2502-12,University Market,1292 College View Drive,Redding,CA,96003,R,$64 ,40.61367,-122.34872,0
324289,2502-12,Redding Elks Lodge Bar,250 Elk Drive,Redding,CA,96003,M,$14 ,40.595205,-122.40303,0
325296,2502-12,Hilltop Springs Senior Living,7 Hilltop Drive,Redding,CA,96003,W,$23 ,40.608047,-122.375245,0
171559,2502-12,In-N-Out Burger #137,1275 Dana Dr,Redding,CA,96003-4017,MWF,$210 ,40.585651,-122.348099,524
263995,2502-12,Azbill Parts Distribution,915 Merchant Unit #2,Redding,CA,96002,W,$14 ,40.57798,-122.38813,10
285936,2502-12,Post Office Saloon,1636 Market Street,Redding,CA,960011021,R,$14 ,40.583,-122.39062,0
287563,2502-12,AV - Sheraton @ Sundial Bridge,820 Sundial Bridge Dr.,Redding,CA,96001,TF,$233 ,40.58881,-122.37771,124
292922,2502-12,Good Health Massage Healing Arts,2295 Hilltop Dr. #8,Redding,CA,96099,T,$23 ,40.57391,-122.35763,0
310981,2502-12,Northern Roots Indoor Garden,4580 Westside Road,Redding,CA,96001,T,$8 ,40.54731,-122.38714,0
311387,2502-12,Quail Crest 1 @ Oakdale D/S,101 Quartz Hill Road,Redding,CA,96003,MR,$0 ,40.59785,-122.40209,0
170805,2502-12,Cold Stone Creamery,913 Dana Dr,Redding,CA,96003-4020,W,$14 ,40.586182,-122.356407,0
220637,2502-12,Panda Express #1253,966 Dana Dr,Redding,CA,96003-4079,W,$30 ,40.585781,-122.354378,0
306180,2502-12,Chick-Fil-A,1477 Hilltop Drive Suite H1,Redding,CA,96003,M,$47 ,40.58671,-122.35811,0
311996,2502-12,Raw,2167 Hilltop Drive,Redding,CA,96002,MF,$626 ,40.57605,-122.3576,38
313242,2502-12,Addendum,290 Hartnell Avenue,Redding,CA,96002,M,$21 ,40.56646,-122.36892,0
323310,2502-12,Jersey Mike's Subs DS,4861 Bechelli Lane,Redding,CA,96002,T,$0 ,40.540191,-122.354866,0
170661,2502-12,De Ja Vu Restaurant,1177 Shasta Street,Redding,CA,96001,R,$128 ,40.58683,-122.38875,0
262746,2502-12,The Habit #92,"1020 E Cypress Ave, Ste C",Redding,CA,960021114,MF,$114 ,40.571041,-122.352524,0
278132,2502-12,Nello's Place,3055 Bechelli Lane,Redding,CA,96002,TF,$196 ,40.56301,-122.36207,6
291461,2502-12,Prestige Urgent Care Central,85 Hartnell Suite 100,Redding,CA,96002,M,$41 ,40.56997,-122.36866,0
319708,2502-12,Hermanos,2605 South Market Street,Redding,CA,96001,T,$11 ,40.57265,-122.38793,0
324288,2502-12,Redding Elks Lodge Events,250 Elk Drive,Redding,CA,96003,M,$120 ,40.595205,-122.40303,0
252622,2502-12,FTH - Fuel Good,1279 Pine St,Redding,CA,96001-0605,R,$18 ,40.58691,-122.39053,0
270498,2502-12,Chuck E Cheese,910 Hilltop Dr,Redding,CA,96003-3812,M,$20 ,40.595474,-122.361042,0
285358,2502-12,Xtreme Cycle & Motor Sports,2918 South Markets St,Redding,CA,96001,T,$6 ,40.56989,-122.38834,10
311095,2502-12,When Pie Meets Bread,1768 Churn Creek Road,Redding,CA,96002,T,$114 ,40.58097,-122.35423,0
324843,2502-12,Le Testimony Organic Bistro (BD),3365 Placer Street,Redding,CA,96001,F,$0 ,40.57,-122.42,0
223642,2502-12,Cattlemen's-Redding-D/S,2184 Hilltop Dr,Redding,CA,96002-0512,W,$0 ,40.575771,-122.357941,0
241768,2502-12,FTH - Collview,1292 College View Dr,Redding,CA,96003-3014,R,$148 ,40.613331,-122.348511,0
264538,2502-12,View 202,202 Hemsted Dr,Redding,CA,960020912,MWF,$270 ,40.572658,-122.369164,11
276615,2502-12,Wienerschnitzel,1120 N Market Street,Redding,CA,96002,R,$12 ,40.60829,-122.37688,0
309228,2502-12,Taste and See Kitchen,2055 Hilltop Drive,Redding,CA,96002,W,$26 ,40.57769,-122.35759,18
322340,2502-12,California Soccer Park,9800 Old Oregon Trail,Redding,CA,96003,W,$0 ,40.57325,-122.30374,22
324287,2502-12,Redding Elks Lodge Kitchen,250 Elk Drive,Redding,CA,96003,M,$74 ,40.595205,-122.40303,0
257407,2502-12,COR Fire Station #8 Redding,131 Churn Creek Rd,Redding,CA,960033044,T,$33 ,40.611982,-122.348619,0
254648,2502-12,Maxwell's - D/S,1344 Market St,Redding,CA,960010610,R,$0 ,40.586122,-122.391625,0
282015,2502-12,Jack's Grill,1743 California Street,Redding,CA,96001,MR,$224 ,40.58146,-122.39081,57
311997,2502-12,Raw D/S,2167 Hilltop Drive,Redding,CA,96002,MF,$0 ,40.57605,-122.3576,0
314386,2502-12,Subarama,2658 Hilltop Drive,Redding,CA,96002,W,$27 ,40.56801,-122.35948,0
261874,2502-12,Five Guys Burgers,961 Dana Dr,Redding,CA,960034020,MF,$70 ,40.585789,-122.354149,0
254647,2502-12,Maxwell's,1344 Market St,Redding,CA,960010610,R,$65 ,40.586122,-122.391625,0
274371,2502-12,The Dip,1730 California St,Redding,CA,960011905,R,$20 ,40.58144,-122.39106,0
303335,2502-12,Holiday Inn/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,MF,$0 ,40.57941,-122.35851,0
319122,2502-12,The Rusty Nail,900 Dana Drive,Redding,CA,96003,W,$21 ,40.5868,-122.35547,0
321012,2502-12,Mister Peri Peri's Grill,909 Dana Drive,Redding,CA,96003,W,$36 ,40.58617,-122.3566,0
325155,2502-12,Spice Garden,1619 Hilltop Drive,Redding,CA,96002,W,$119 ,40.582911,-122.357716,31
171178,2502-33,Holiday Mkt #40 Groc,9350 Deschutes Rd,Palo Cedro,CA,96073-9763,T,$62 ,40.559178,-122.238592,0
171223,2502-33,Dal-Tile,3065 Crossroads Dr,Redding,CA,96003-7928,T,$54 ,40.56089,-122.297531,0
278780,2502-33,Fusion Lounge,1545 Placer Street,Redding,CA,96001,W,$136 ,40.58203,-122.39126,35
298364,2502-33,In-N-Out Burger # 348 ,4681 Churn Creek Rd,Redding,CA,96002,MWF,$222 ,40.54005,-122.3504,771
311388,2502-33,Quail Crest 2 dba Sierra Oaks of Redding,1520 Collyer Drive,Redding,CA,96003,M,$223 ,40.61713,-122.34214,0
255920,2502-33,FTH - Churncreek,2650 Churn Creek Rd,Redding,CA,960021125,F,$149 ,40.568481,-122.353088,0
171575,2502-33,Shingletown Auto Parts,28526 CA-44,Shingletown,CA,96088,T,$20 ,40.501709,-121.992447,10
266628,2502-33,RTA Construction,9614 Tanqueray Ct,Redding,CA,960036812,T,$15 ,40.566132,-122.29702,0
268434,2502-33,Shingletown Medical Center,31292 Alpine Meadows Rd,Shingletown,CA,960889462,T,$96 ,40.49139,-121.885841,0
280879,2502-33,North Cow Creek School,10619 Swede Creek Rd,Pala Cedro,CA,96073,T,$64 ,40.59312,-122.22932,0
280882,2502-33,Junction Elementary School,9087 Deschutes Rd,Palo Cedro,CA,96073,T,$83 ,40.55032,-122.23784,25
294605,2502-33,Shasta Orthodontics D/S,2175 Civic Center Drive,Redding,CA,96001,W,$0 ,40.57488,-122.38069,0
297871,2502-33,Valero Eureka Way,2026 Eureka Way,Redding,CA,96001,W,$12 ,40.58681,-122.40054,0
301741,2502-33,Sublime Cake Design,2633 Park Marina Drive,Redding,CA,96001,W,$27 ,40.57489,-122.37261,0
305751,2502-33,Pioneer Pizza,32130 State Highway 44,Shingletown,CA,96088,T,$76 ,40.49918,-121.85157,0
317491,2502-33,Boba Tea & Coffee - 2,2110 Eureka Way,Redding,CA,96001,W,$16 ,40.58696,-122.40219,0
171025,2502-33,Kampai Sushi,351 North Point Dr,Redding,CA,96003-2540,M,$11 ,40.611759,-122.380707,0
268499,2502-33,Foothill H/S Nutrition Services,9733 Deschutes Rd,Palo Cedro,CA,960738644,T,($22),40.569069,-122.238571,0
295660,2502-33,Poppies Pizza,1072 Lake Blvd.,Redding,CA,96003,M,$16 ,40.62237,-122.40377,0
296611,2502-33,Viking Skate Country,735 Auditorium Dr.,Redding,CA,96001,W,$7 ,40.58828,-122.38186,0
297870,2502-33,Valero Hilltop,722 E. Cypress Ave.,Redding,CA,96002,W,$15 ,40.57152,-122.35884,0
314090,2502-33,Mt Shasta High School,710 Everitt Memorial Highway,Mount Shasta,CA,96067,R,$73 ,41.32392,-122.30541,0
318323,2502-33,Siskiyou Union High School Culinary,624 Everitt Memorial Highway,Mount Shasta,CA,96067,R,$30 ,41.32069,-122.3061,32
321142,2502-33,Hill Country Health & Wellness Center,3270 Churn Creek Road,Redding,CA,96002,W,$28 ,40.56002,-122.35356,0
323986,2502-33,FTH - Bakery,930 Hilltop Drive Suite D,Redding,CA,96003,F,$63 ,40.594459,-122.359127,19
171682,2502-33,Reeds Market,7007 Shingle Glen Trl,Shingletown,CA,96088,T,$93 ,40.491459,-121.892647,0
279145,2502-33,Lake Redding Golf,1795 Benton Drive,Redding,CA,96003,M,$19 ,40.59702,-122.40019,0
280003,2502-33,Shasta Lanes,11093 Black Marble Ln,Redding,CA,96003,F,$50 ,40.60989,-122.36932,0
290005,2502-33,"Black Rose Coffee & Tea, Inc.",9539 Old Oregon Trail,Redding,CA,96003,T,$36 ,40.5645,-122.29843,0
293115,2502-33,California Highway Patrol,1001 I-5 South,Mt. Shasta,CA,96067,R,$267 ,41.25797,-122.27168,153
300441,2502-33,KFC-Redding  # C750128,135 Lake Boulevard,Redding,CA,96003,M,$37 ,40.61021,-122.37992,0
316737,2502-33,Huffs @ Bridge Bay,10300 Bridge Bay Road,Redding,CA,96003,R,$355 ,40.75537,-122.32389,54
320234,2502-33,Mount Shasta High School - Culinary,710 Everitt Memorial Highway,Mount Shasta,CA,96067,R,$6 ,41.32392,-122.30541,5
171176,2502-33,Holiday Mrk 40 Linen,9350 Deschutes Rd,Palo Cedro,CA,96073-9763,T,$82 ,40.559178,-122.238592,24
278202,2502-33,Shasta Ortho Mats,1255 Liberty St,Redding,CA,96001,F,$72 ,40.58804,-122.38754,0
294022,2502-33,Lakehead Shell,20749 Lakeshore Dr.,Lakehead,CA,96051,R,$11 ,40.88778,-122.3844,0
294602,2502-33,Shasta Orthodontics,2175 Civic Center Drive,Redding,CA,96001,W,$41 ,40.57488,-122.38069,1
311389,2502-33,Quail Crest 2 dba Sierra Oaks of Redding D/S,1520 Collyer Drive,Redding,CA,96003,M,$0 ,40.61713,-122.34214,0
322942,2502-33,Woody's Brewing Company,1257 Oregon Street,Redding,CA,96001,W,$55 ,40.585921,-122.395104,0
278200,2502-33,Shasta Ortho LPT,1255 Liberty St,Redding,CA,96001,MWF,$148 ,40.58804,-122.38754,0
292679,2502-33,Panda Express # 3022,4660 Churn Creek,Redding,CA,96002,F,$34 ,40.53994,-122.35061,0
295559,2502-33,Country Waffles,2300 Athens Ave,Redding,CA,96001,M,$27 ,40.57789,-122.37601,0
295680,2502-33,It's Jerky,3094 Crossroads Dr.,Redding,CA,96003,F,$47 ,40.5603,-122.29664,0
297114,2502-33,LOGE Mt Shasta,1612 S Mount Shasta Blvd.,Mount Shasta,CA,96067,R,"$1,509 ",41.29761,-122.30585,0
299945,2502-33,Churn Creek Health Care Mats,3184 Churn Creek Road,Redding,CA,96002,W,$122 ,40.56142,-122.35332,0
311253,2502-33,Lake Shasta Lodge,21417 Main Street,Lakehead,CA,96051,R,$21 ,40.90682,-122.38325,0
318905,2502-33,Thrive Automotive,1630 Shasta Street,Redding,CA,96001,W,$135 ,40.58577,-122.39464,50
286612,2502-33,Enterprise H.S. Kitchen - Summer Hold,3411 Churn Creek Rd,Redding,CA,96002,W,$38 ,40.55843,-122.35226,0
295412,2502-33,Bartel's Giant Burger,18509 Lake Blvd. E,Redding,CA,96003,M,$29 ,40.61118,-122.36909,0
313799,2502-33,Mount Shasta 76,411 West Lake Street,Mount Shasta,CA,96067,R,$40 ,41.31094,-122.31728,0
320041,2502-33,Robin Montgomery - Massage Therapy,3609 Bechelli Ln Unit G,Redding,CA,96002,F,$0 ,40.57762,-122.37482,0
323371,2502-33,Thrive Automotive,2693 Churn Creek Road,Redding,CA,96002,W,$90 ,40.568099,-122.351817,30
256270,2502-33,Higher Ground,28526 State Highway 44,Shingletown,CA,960889492,T,$24 ,40.50175,-121.991813,0
278198,2502-33,Shasta Ortho SOSM,1255 Liberty St,Redding,CA,96001,MWF,$313 ,40.58804,-122.38754,140
293030,2502-33,Fresh Fire Grill - RDG,161 Lake Blvd.,Redding,CA,96003,M,$18 ,40.6104,-122.38022,0
295019,2502-33,Maruti Shingletown D/S,31268 Hwy 44,Shingletown,CA,96088,T,$0 ,40.49265,-121.88884,0
296204,2502-33,Goodtimes Pizza D/S,22049 Old 44 Drive,Palo Cedro,CA,96073,T,$0 ,40.56351,-122.23675,0
299946,2502-33,Churn Creek Health Care,3184 Churn Creek Road,Redding,CA,96002,W,$213 ,40.56142,-122.35332,0
305455,2502-33,Skye Beauty Co.,9461 Deschutes Road,Palo Cedro,CA,96073,T,$10 ,40.56253,-122.23816,0
308967,2502-33,Shell Eureka Way,2110 Eureka Way,Redding,CA,96001,W,$11 ,40.58696,-122.40219,0
311566,2502-33,Fat Daddy's BBQ,942 Hartnell Avenue,Redding,CA,96002,F,$36 ,40.56404,-122.3542,0
314154,2502-33,Wing Spot,991 Lake Boulevard Suite B,Redding,CA,96003,M,$55 ,40.6211,-122.40032,0
257727,2502-33,Bella Vista Ele Main,22661 Old Alturas Rd,Bella Vista,CA,960089792,M,$66 ,40.640193,-122.232034,0
292663,2502-33,Panda Express DS # 3022,4660 Churn Creek,Redding,CA,96002,F,$0 ,40.53994,-122.35061,0
294766,2502-33,Maruti Shingletown,31268 Hwy 44,Shingletown,CA,96088,T,$77 ,40.49265,-121.88884,0
306462,2502-33,Lumberjacks Restaurant,501 East Cypress Avenue,Redding,CA,96002,F,$59 ,40.57076,-122.36236,0
294790,2502-33,Las Maria's,2640 Bechelli Lane,Redding,CA,96002,F,$13 ,40.56887,-122.36306,0
298952,2502-33,Mt Shasta Ski Park,4500 Ski Park Hwy,McCloud,CA,96057,R,$0 ,41.26857,-122.21477,0
319123,2502-33,New Clairvaux Tasting Room,1355 Butte Street,Redding,CA,96001,W,$14 ,40.58394,-122.39033,0
171294,2502-33,In & Out Market,9480 Cedro Ln,Palo Cedro,CA,96073-9710,T,$29 ,40.562691,-122.235092,0
301994,2502-33,California Highway Patrol,618 West Jessie Street,Mount Shasta,CA,96067,R,$64 ,41.31149,-122.32248,11
305240,2502-33,Goodtimes Pizza,22049 Old Highway 44,Palo Cedro,CA,96073,T,$104 ,40.55407,-122.22825,0
311673,2502-33,Luna Restaurant,2914 Churn Creek Road,Redding,CA,96002,F,$54 ,40.565,-122.35334,0
320040,2502-33,Weed High School,909 Hillside Drive,Weed,CA,96094,R,$94 ,41.42731,-122.37341,0
320632,2502-33,Redding Adventure Hub,862 North Market Street,Redding,CA,96003,W,$19 ,40.59478,-122.38916,0
267501,2502-33,Buds Garage,8975 Silver Bridge Rd,Palo Cedro,CA,960738769,T,$26 ,40.54858,-122.220413,10
269499,2502-33,Hillside Church,621 Twin View Blvd,Redding,CA,960032001,M,$59 ,40.61768,-122.372597,0
279814,2502-33,Rocky Point Charter School,3500 Tamarack Dr,Redding,CA,96003,M,$37 ,40.6192,-122.40252,0
280880,2502-33,North Cow Creek School - D/S,10619 Swede Creek Rd,Palo Cedro,CA,96073,T,$0 ,40.59312,-122.22932,0
284610,2502-33,Fast Track Food & Fuel,9539 Old Oregon Trail,Redding,CA,96003,T,$50 ,40.5645,-122.29843,0
290893,2502-33,Bella Vista School / Supplies,22661 Old Alturas Rd.,Bella Vista,CA,96008,M,$0 ,40.63831,-122.23295,0
298953,2502-33,Mt Shasta Ski Park D/S,4500 Ski Park Hwy,McCloud,CA,96057,R,$0 ,41.26857,-122.21477,0
314092,2502-33,Mt Shasta High School - DS,710 Everitt Memorial Highway,Mount Shasta,CA,96067,R,$0 ,41.32392,-122.30541,0
319189,2502-33,Tri Counties Bank,303 Main Street,Weed,CA,96094,R,$15 ,41.42523,-122.38395,0
322234,2502-33,MJB Welding Supply,2610 Churn Creek Road,Redding,CA,96002,M,$78 ,40.56949,-122.35331,0
257728,2502-33,Bella Vista Elem Kitchen,22661 Old Alturas Rd,Bella Vista,CA,960089792,M,$27 ,40.640193,-122.232034,0
319797,2502-33,Chic Salon,2948 Churn Creek Road,Redding,CA,96002,F,$78 ,40.5645,-122.35442,0
290503,2502-33,Chrysalis Charter School D/S,21945 Old 44 Dr.,Palo Cedro,CA,96073,T,$0 ,40.5636,-122.24104,0
293876,2502-33,Cinders & Taste and See,1415 Market Strret,Redding,CA,96001,W,$61 ,40.58501,-122.39074,0
309382,2502-33,Roots Farm Educational Foundation (BD),11489 Poison Oak Lane,Redding,CA,96003,T,$0 ,40.55518,-122.23582,0
312151,2502-33,Cedars Lodge Motel,4201 Dunsmuir Avenue,Dunsmuir,CA,96025,R,$45 ,41.23452,-122.27331,0
315654,2502-33,Los Gordos,5200 Churn Creek Road Suite L,Redding,CA,96002,F,$55 ,40.53766,-122.34502,0
318811,2502-33,Churn Creek Wellness & Dental,3110 Churn Creek Road,Redding,CA,96002,W,$58 ,40.56208,-122.35353,0
325038,2502-33,Grape Ranch Golf Club,22499 Golftime Drive,Palo Cedro,CA,96073,T,$24 ,40.555489,-122.229957,0
284916,2502-33,Boba Tea and Coffee,2999 Churn Creek Rd,Redding,CA,96002,F,$8 ,40.56384,-122.35311,0
297833,2502-33,Balance Yoga Center,2821 Bechelli Ln.,Redding,CA,96002,F,$237 ,40.56624,-122.36159,0
299791,2502-33,Trendy's,1730 Gold Street,Redding,CA,96001,M,$49 ,40.57925,-122.39297,0
309425,2502-33,Evergreen Coffee,2085 Pine Street,Redding,CA,96001,W,$32 ,40.57922,-122.38696,0
322720,2502-33,Chick-fil-A at I-5 & Bonnyview,4086 South Bonnyview Road,Redding,CA,96002,F,$27 ,40.53823,-122.34917,0
255921,2502-33,FTH - Churncreek - D/S,2650 Churn Creek Rd,Redding,CA,960021125,F,$0 ,40.568481,-122.353088,0
276258,2502-33,Kaleidoscope Coffee,960 Lake Blvd,Redding,CA,960034003,M,$17 ,40.58608,-122.35606,0
279524,2502-33,Shasta Ortho LPT - COG Hot Pads,1255 Liberty St,Redding,CA,96001,F,$19 ,40.58804,-122.38754,0
283880,2502-33,Tracy Wilder / Leo Jones Propane,11851 Hootenanny Way,Redding,CA,96003,M,$27 ,40.63221,-122.26296,3
294024,2502-33,Lakehead Shell D/S,20749 Lakeshore Dr.,Lakehead,CA,96051,R,$0 ,40.88778,-122.3844,0
317281,2502-33,Cedar Tree Restaurant,22020 Palo Way,Palo Cedro,CA,96073,T,$40 ,40.55533,-122.23792,0
317707,2502-33,Sourdough Bread Company,4641 Churn Creek Road Suite 2,Redding,CA,96002,F,$35 ,40.54018,-122.35003,0
323995,2502-33,Junction School - Kitchen,9087 Deschutes Road,Palo Cedro,CA,96073,T,$22 ,40.550319,-122.23784,0
324517,2502-33,Integrity Medical Center,317 Lake Boulevard Suite A,Redding,CA,96003,M,$13 ,40.611748,-122.381427,0
325496,2502-33,Rocky Point Kitchen,3500 Tamarack Drive,Redding,CA,96003,M,$0 ,40.619198,-122.402524,0
239680,2502-75,Wheeler Logging Cat Shop,13570 State Highway 36 E,Red Bluff,CA,96080-8878,M,$68 ,40.187708,-122.185855,21
246320,2502-75,Rio Skin Body - Deana ,656 Washington St,Red Bluff,CA,96080-3321,T,$0 ,40.176762,-122.235764,0
214581,2502-75,Reynolds Ranch Farm,501 Madison St,Red Bluff,CA,96080-3411,T,$25 ,40.174511,-122.236649,0
272271,2502-75,Highland Ranch Resort,41515 State Highway 36 E,Mill Creek,CA,960619716,F,$769 ,40.35881,-121.493172,44
275540,2502-75,Golden Rule Small Engine,22835 Antelope Blvd Suite A,Red Bluff,CA,960808817,W,$49 ,40.18611,-122.20995,55
277484,2502-75,Wings & Wheels,1760 Airport Blvd.,Red Bluff,CA,96080,W,$26 ,40.15541,-122.25083,0
281062,2502-75,LC-POA-Maintenance,22488 Rio Alto Dr,Cottonwood,CA,96002,T,$32 ,40.35765,-122.18972,24
292840,2502-75,Green Barn Whiskey Kitchen,5 Chestnut Ave,Red Bluff,CA,96080,M,$144 ,40.18633,-122.2091,0
297935,2502-75,L and D Gasoline,58 Antelope Blvd,Red Bluff,CA,96080,W,$18 ,40.17932,-122.22898,0
298794,2502-75,Braun Equipment,21260 State Highway 36,Red Bluff,CA,96080,F,$17 ,40.30283,-122.0922,3
311363,2502-75,Francisco's Tacos,1 Sutter Street,Red Bluff,CA,96080,W,$12 ,40.1527,-122.22107,0
312245,2502-75,DH Red Bluff Wound Care,2440 Sister Mary Columba Drive,Red Bluff,CA,96080,M,$166 ,40.14865,-122.22218,15
316481,2502-75,Ben's Truck Repair,2060 Montgomery Road,Red Bluff,CA,96080,M,$87 ,40.15334,-122.22478,34
270250,2502-75,Red Bluff School Office - D/S,1755 Airport Blvd,Red Bluff,CA,960804514,W,$0 ,40.156368,-122.250557,0
287888,2502-75,Sunshine Food & Gas,22700 Antelope Blvd.,Red Bluff,CA,96080,W,$23 ,40.18597,-122.19151,0
308514,2502-75,Sage @ Simpson Univ - Summer Hold,2211 College View Drive,Redding,CA,96003,R,$129 ,40.61809,-122.32931,40
314964,2502-75,Tehama Wellness & Spa,356 Kimball Rd,Red Bluff,CA,96080,T,$45 ,40.1777,-122.23559,0
319408,2502-75,City of Red Bluff - Police,555 Washington Street,Red Bluff,CA,96080,T,$12 ,40.17577,-122.23508,0
319766,2502-75,S&S Mobile Pressure Washing,8697 Shasta Boulevard,Los Molinos,CA,96055,W,$37 ,40.04821,-122.09577,18
320866,2502-75,Main Street Deli,20645 Gas Point Road,Cottonwood,CA,96022,T,$31 ,40.38838,-122.28813,0
171197,2502-75,North Main Equipment,1899 Main St,Red Bluff,CA,96080-2358,T,$24 ,40.187988,-122.238922,12
261906,2502-75,Covered Up - Catering,P.O. Box 312,Lakehead,CA,96051,W,$0 ,40.185793,-122.178336,0
170422,2502-75,Red Bluff School Office,1755 Airport Blvd,Red Bluff,CA,96080-4514,W,$34 ,40.156368,-122.250557,0
215590,2502-75,Jacks Restaurant,7875 Hwy 99e,Los Molinos,CA,960550000,W,$14 ,40.02528,-122.10029,0
307872,2502-75,Mountain Mike's Pizza,905 South Main Street,Red Bluff,CA,96080,W,$58 ,40.16268,-122.22818,0
316738,2502-75,Renstrom Trucking Inc.,9511 State Highway 99W,Gerber,CA,96035,M,$43 ,40.06942,-122.17064,5
324893,2502-75,Capitol Helicopters,8670 Old Oregon Trail,Redding,CA,96002,R,$165 ,40.539936,-122.296588,119
171106,2502-75,Western Hydro Corp,6705 Hooker Creek Road,Cottonwood,CA,960220000,T,$28 ,40.30154,-122.32756,0
205202,2502-75,Action Axle & Suspension,8761 Airport Rd,Redding,CA,96002-9217,R,$17 ,40.541684,-122.3028,10
